123001;Аквалор софт спрей 150мл
92282;Аквалор экстра форте с Алоэ вера и Ромашкой римской спрей 125мл
123004;Аквалор форте спрей 150мл
99896;Аквалор норм спрей 125мл
96139;АкваМастер спрей 0,65% 50мл
102331;"Аквалия Термаль ""Динамичное увлажнение"" крем для лица насыщенный для сухой и очень сухой кожи, марки ""VICHY"" 50мл"
103049;Аксамон раствор для инъекций 15мг/мл 1мл
83119;Аквалор форте мини спрей 50мл
114058;Аквалор форте спрей 125мл № 1
132101;АкваОптик раствор для ухода за контактными линзами 120мл
132100;АкваОптик раствор для ухода за контактными линзами 250мл
132099;АкваОптик раствор для ухода за контактными линзами 450мл
132102;АкваОптик раствор для ухода за контактными линзами 60мл
60696;Акридерм ГЕНТА крем 15г
60697;Акридерм ГЕНТА крем 30г
99703;Акридерм ГЕНТА мазь 15г № 1
99704;Акридерм ГЕНТА мазь 30г
109753;Акридерм ГК крем 30г
79749;Акридерм ГК мазь 15г
97547;Акридерм крем 0,05% 15г
97546;Акридерм крем 0,05% 30г
97564;Акридерм мазь 0,05% 15г № 1
97565;Акридерм мазь 0,05% 30г
41416;Акридерм СК мазь 30г
41100;Акридерм СК мазь 15г
50543;Аксамон таблетки 20мг
122347;Актовегин раствор для инъекций 40мг/мл 10мл
106988;Актовегин раствор для инъекций 40мг/мл 2мл
120397;Актовегин раствор для инъекций 40мг/мл 5мл
113274;Актовегин таблетки 200мг
91725;Аккупро таблетки 20мг
113018;Акридерм ГК мазь 30г
124863;Аксосеф таблетки 250мг
120446;Акриол Про крем 2,5%+2,5% 5г
98862;Аласенс порошок 1,5г
87561;Алзепил таблетки 5мг
87563;Алзепил таблетки 10мг
53170;Актив С средство от морщин вокруг глаз с вит С 15мл
119869;"Актив-бальзам ""Либридерм"" Витамин Е ""Идеальные губы"" 12мл"
222;Актиферрин капли 30мл
117030;Аксамон таблетки 20мг
231;Актовегин раствор для инъекций 40мг/мл 10мл
23090;Актовегин раствор для инъекций 40мг/мл 2мл
52139;Актовегин таблетки 200мг
65620;Актовегин раствор для инъекций 40мг/мл 5мл
97242;Актрапид HM Пенфил раствор для инъекций 100МЕ/мл 3мл
42926;Актрапид HM раствор для инъекций 100 МЕ/мл 10 мл
69038;Аллапинин таблетки 25мг
121292;Аллафорте таблетки 25мг
118183;Актофлор-С раствор 2мл
41573;Актив С средство от морщин с вит С д/сухой и нормальной кожи 30мл
111683;Актовегин раствор для инъекций 40мг/мл 5мл
131533;Актофлор-С раствор 2мл № 15
119186;Аленталь таблетки 100мг
120445;Акриол Про крем 2,5%+2,5% 30г
93618;Алерана спрей 5% 60мл
116075;Актовегин раствор для инъекций 40мг/мл 2мл
126208;Алекол порошок по 1,5г
93617;Алерана спрей 2% 60мл
127432;Алерана спрей 5% 60мл № 3
115768;"Алерана таблетки массой 593мг формула ""День"" + таблетки массой 570мг формула ""Ночь"""
125997;Алко-Скрин полоска индикаторная для качественного и полуколичественного определения алкоголя в слюне
133532;Алкомед с ароматом апельсин-лимон таблетки быстрорастворимые по 4г
131530;Алкомед с ароматом лайм таблетки быстрорастворимые по 4г
20774;Аллапинин таблетки 25мг
97223;Актиферт CrystalMatrix-FS гель-смазка 5мл
65621;Актовегин раствор для инъекций 40мг/мл 2мл № 25
23091;Актовегин раствор для инъекций 40мг/мл 5мл № 5
104897;Актовегин таблетки 200мг
82770;Акустик капсулы массой 0,5г
26131;Алка-зельтцер таблетки 
105739;Аллегра таблетки 180мг
120864;Аллервэй таблетки 5мг № 10
120865;Аллервэй таблетки 5мг № 30
118516;Аллегра таблетки 120мг
117448;Аллегра таблетки 180мг
102668;Алендронат таблетки 70мг № 4
99889;Алендронат таблетки 70мг № 4
49110;Аллокин-альфа лиофилизат для инъекций 1мг
101613;Аллегра таблетки 120мг
101614;Аллегра таблетки 180мг
113091;Алмонт таблетки 10мг № 28
113092;Алмонт таблетки 10мг № 98
113098;Алмонт таблетки жевательные 4мг № 28
113099;Алмонт таблетки жевательные 4мг № 98
113100;Алмонт таблетки жевательные 5мг № 28
113101;Алмонт таблетки жевательные 5мг № 98
65036;Аллергодил капли глазные 0.05% 6мл
92105;Аллергодил спрей назальный 140мкг/доза 10мл
106849;Аллегра таблетки 120мг
95557;Аллергодил спрей назальный 140мкг/доза 10мл
39811;Аллопуринол-Эгис таблетки 100мг
42370;Аллопуринол-Эгис таблетки 300мг
117236;Алфупрост МР таблетки 10мг
135600;Алфлутоп раствор для инъекций 2мл № 10
114621;Алфлутоп раствор для инъекций 2мл № 5
41102;Аллопуринол таблетки 100мг
117994;Аллопуринол таблетки 300мг
26024;Аллохол таблетки 
47146;Алмагель А суспензия 170мл
83041;Альбумин раствор для инъекций 10% 100мл
75054;Альбумин человеческий раствор для инъекций 20% 100мл
96191;Альбумин человеческий раствор для инъекций 20% 50мл
122470;Алмагель А суспензия 10мл
41871;Алмагель Нео суспензия 10мл
128925;Аллопуринол таблетки 100мг № 50
53330;Аллохол таблетки  № 10
104585;Аллохол таблетки  № 50
46009;Алмагель суспензия 170мл № 1
74862;Алоэ капс по 150мг
37604;Аллохол таблетки  № 10
92766;Аллохол таблетки  № 25
127296;Альфа Нормикс таблетки 200мг
114673;Алфлутоп раствор для инъекций 1мл
68535;Альбарел таблетки 1мг
123342;Алмагель суспензия 10мл № 10
41872;Алмагель Нео суспензия 170мл
99923;Алоэ сок сок 50мл
96221;Алломедин гель 4г
109814;Аллохол таблетки 
115820;Аллокин-альфа лиофилизат для инъекций 1мг
108123;Аллохол таблетки  № 50
68012;Аллохол таблетки  № 50
98819;Аллохол-УБФ таблетки  № 24
91854;Альфаган Р капли глазные 0,15% 5мл
55217;Алтайский эликсир 250мл
74680;Алоэ экстракт жидкий раствор для инъекций 1мл
99820;Алтей сироп сироп 150мл
101782;Алфавит 50+ тб
96356;Алфавит В сезон простуд для детей жевательные таблетки
55415;"Алтейный сироп ""Алте"" 5% 125г"
27126;Аллохол таблетки 
44159;Альбумин раствор для инъекций 10% 100мл
100816;Алпизарин таблетки 100мг
24257;Алоэ сок сок 100мл
111717;Амброксол сироп 15мг/5мл 100мл
64534;Алфавит Детский сад витаминно-минеральный комплекс таблетки жевательные (3 вида) массой 0,79г, 0,8г и 0,92г
89193;Алфавит Для мужчин тб массой 510г
91856;Алфавит Классик таблетки массой 0,54г (белого) 0,52г (голубого) и 0,5г (розового цвета)
90585;Алфавит Косметик таблетки массой 925мг (зеленого) 775мг (желтого) и 735мг (оранжевого цвета)
89189;Алфавит Наш малыш пакет-саше массой 3г
65987;Алфавит Мамино здоровье витаминно-минеральный комплекс таблетки массой 500мг (розового) 520мг (голубого) и 840мг (белого цвета)
89192;Алфавит Энергия тб массой 525г
59273;Алфавит Школьник витаминно-минеральный комплекс таблетки жевательные массой 0,79г (розового) 0,84г (оранжевого) и 0,94г (белого цвета)
105200;Альтевир раствор для инъекций 3000000МЕ/мл
24211;Алтайский эликсир 250мл
36148;Алтея корни сырье 75г
98194;Алоэ экстракт жидкий раствор для инъекций 1мл
327;Алоэ экстракт жидкий раствор для инъекций 1мл
43048;Алтея сироп сироп 125г
119031;Алфавит Антистресс таблетки массой 490мг (белого), 480мг (голубого), 490мг (зеленого цвета)
73770;Амарил таблетки 1мг
105421;Амарил М таблетки 2мг+500мг
73771;Амарил таблетки 2мг № 30
97356;Амарил таблетки 2мг № 90
125695;Амарил таблетки 3мг № 30
128300;Амарил таблетки 3мг № 90
123174;Амбене Био раствор для инъекций 1мл
133853;Амарил таблетки 4мг № 30
133972;Амарил таблетки 4мг № 90
107183;Альфа Д3-Тева капсулы 0,25мкг
96288;Альфа Д3-Тева капсулы 0,5мкг № 60
127663;Альфа Нормикс таблетки 200мг № 12
89191;Алфавит В сезон простуд таблетки массой 0,5г (белого) 0,56г (желтого) и 0,54г (зеленого цвета)
59271;Алфавит Диабет таблетки массой 0,5г (белого) 0,52г (голубого) и 0,54г (розового цвета) 
91858;Алфавит Классик таблетки массой 0,54г (белого) 0,52г (голубого) и 0,5г (розового цвета) № 120
89190;Алфавит Тинейджер тб жеват массой 1г
62328;Алфавит Эффект таблетки массой 550мг (красного) 540мг (желтого) и 550мг (зеленого цвета)
90633;Альфа Д3-Тева капсулы 0,5мкг
95115;Альфа Нормикс таблетки 200мг
21628;Альфа Д3-Тева капсулы 0,25мкг № 30
122552;Альфа Д3-Тева капсулы 0,5мкг № 30
107184;Альфа Д3-Тева капсулы 1мкг
114926;Альфа Нормикс таблетки 200мг № 28
41448;Амбробене сироп 15мг/5мл  100мл
82813;Альфа Д3-Тева капсулы 1мкг
100875;Альфа Нормикс таблетки 200мг № 36
45711;Альбумин раствор для инъекций 10% 100мл
115779;Витамин Е (альфа-токоферола ацетат) капсулы 100мг
133778;Альфа-липоевая кислота в таблетках таблетки массой 360мг
47835;Альфа-токоферола ацетат (витамин Е) капсулы 100мг
115029;Альфа-токоферола ацетат (витамин Е) раствор 10% 20мл
131942;Альфазокс раствор для приема внутрь 10мл
114164;Альбумин раствор для инъекций 10% 100мл
86812;Амарил М таблетки 2мг+500мг
75095;Амарил таблетки 4мг № 30
96034;Амарил таблетки 4мг № 90
73481;Амарил таблетки 3мг
126663;Витамин Е (альфа-токоферола ацетат) капсулы 100мг № 10
83385;Амиксин таблетки 125мг
21485;Альфа Д3-Тева капсулы 0,25мкг
70976;Альфа Д3-Тева капсулы 1мкг
107182;Альфа Д3-Тева капсулы 0,25мкг
122551;Альфа Д3-Тева капсулы 0,5мкг № 60
68811;Альтевир раствор для инъекций 5000000МЕ/мл
124768;Альфа-липоевая кислота 100мг капсулы массой 1,1г
42902;Альфадол-Са капсулы 
104900;Амелотекс гель 1% 50г
106498;Амивирен таблетки 150мг
47230;Амигренин таблетки 100мг № 2
111917;Амигренин таблетки 100мг № 6
121370;Альфа-токоферола ацетат (Витамин Е) Мелиген капсулы по 200мг
472;Амбробене раствор 7,5мг/мл 100мл
41260;Амбробене таблетки 30мг
118175;Амброксол раствор 7,5мг/мл 100мл
68810;Альтевир раствор для инъекций 3000000МЕ/мл
45330;Амбробене раствор 7,5 мг/мл 40мл
132608;Амбробене Стоптуссин капли внутрь 4мг+100мг/мл 10мл
132607;Амбробене Стоптуссин капли внутрь 4мг+100мг/мл 50мл
132605;Амбробене Стоптуссин капли внутрь 4мг+100мг/мл 25мл
98543;АмброГексал таблетки 30мг
127409;Амброксол раствор 7,5мг/мл 40мл
34601;Амбробене раствор для инъекций 15мг/2мл
73142;АмброГексал таблетки 30мг
45159;Амигренин таблетки 50мг № 2
113538;Амигренин таблетки 50мг № 6
114395;АмброГексал сироп 3мг/мл 100мл
112054;Амброксол сироп 30мг/5мл 100мл
105546;Амброксол таблетки 30мг
117463;Амелотекс гель 1% 30г
112423;Амелотекс гель 1% 50г
71722;Амелотекс раствор для инъекций 10мг/мл 1,5мл № 3
71723;Амелотекс раствор для инъекций 10мг/мл 1,5мл № 5
77238;Амелотекс таблетки 15мг
97357;Амарил таблетки 3мг
75901;Амброксол-Хемофарм сироп 15мг/5мл 100мл № 1
73856;Амброксол таблетки 30мг
108500;Амелотекс суппозитории 15мг
44312;Амброксол сироп 15мг/5мл 100мл № 1
120853;Амелотекс раствор для инъекций 10мг/мл 1,5мл № 10
77237;Амелотекс таблетки 15мг № 10
108850;Аминазин таблетки 25мг
77239;Амелотекс таблетки 7,5мг
108501;Амелотекс суппозитории 7,5мг
117435;Амиксин таблетки 125мг № 10
117436;Амиксин таблетки 125мг № 6
119100;Амиксин таблетки 60мг
73333;Амиксин таблетки 125мг № 10
95812;Амитриптилин таблетки 25мг
83386;Амиксин таблетки 60мг
73141;АмброГексал сироп 3мг/мл 100мл
100288;АмброГексал сироп 6мг/мл 100мл
125110;Аминокапроновая кислота раствор для инъекций 5% 100мл
2637;Аминалон таблетки 250мг
96157;Амлодипин Кардио таблетки 10мг
96156;Амлодипин Кардио таблетки 5мг
101823;Амлодипин таблетки 10мг № 60
118884;Амлодипин-Боримед таблетки 10мг № 30
118467;Амлодипин-Тева таблетки 10мг № 30
76404;Амлодипин таблетки 5мг № 20
47308;Амлодипин таблетки 5мг № 30
96375;Амлодипин таблетки 5мг № 60
101821;Амлодипин таблетки 5мг № 90
118885;Амлодипин-Боримед таблетки 5мг № 30
118466;Амлодипин-Тева таблетки 5мг № 30
132850;Амиодарон таблетки 200мг
101612;Амиодарон таблетки 200мг
102813;Амлотоп таблетки 10мг
102610;Амлотоп таблетки 5мг
68512;Амиодарон таблетки 200мг
67935;Амловас таблетки 5мг
47307;Амлодипин таблетки 10мг № 30
79086;Амлодипин-Прана таблетки 10мг № 30
128246;Амлодипин-Прана таблетки 10мг № 90
110749;Амлодипин таблетки 5мг № 30
79085;Амлодипин-Прана таблетки 5мг № 30
125516;Амлодипин-Прана таблетки 5мг № 90
63712;Амиодарон таблетки 200мг № 30
76453;Амлодипин Сандоз таблетки 5мг
104469;Амлодипин таблетки 5мг № 30
108396;Амлодипин таблетки 5мг № 30
130451;Амлодипин таблетки 5мг № 50
116557;Амлодипин таблетки 5мг № 60
86797;Амлодипин таблетки 10мг № 30
131350;Амлодипин таблетки 10мг № 30
130449;Амлодипин таблетки 10мг № 50
111686;Амлодипин таблетки 10мг № 60
116625;Амлодипин таблетки 10мг № 90
87386;Амлодипин-Тева таблетки 10мг № 30
87387;Амлодипин-Тева таблетки 5мг № 30
87225;Амброксол таблетки 30мг № 20
106980;Аминазин таблетки 100мг
108731;Аминазин таблетки 50мг
116550;Аминалон таблетки 250мг
66984;Амлорус таблетки 5мг
53935;Амлотоп таблетки 5мг
53994;Амлотоп таблетки 10мг
62547;Аммиак раствор 10% 100мл
125766;Амоксиклав Квиктаб таблетки 250мг+62,5мг
73487;Амоксиклав Квиктаб таблетки 500мг+125мг
76672;Амоксиклав порошок 125мг+31,25мг/5мл 25г
56149;Амоксиклав порошок 250мг+62,5мг/5мл 25г
73489;Амоксиклав Квиктаб таблетки 875мг+125мг
116491;Амоксиклав порошок 400мг+57мг/5мл 17,5г
83826;Амоксиклав порошок для приготовления инъекционного раствора 1г+200мг
115807;Амоксиклав порошок 400мг+57мг/5мл 35г
76452;Амлодипин Сандоз таблетки 10мг
110748;Амлодипин таблетки 10мг № 30
101824;Амлодипин таблетки 10мг № 90
101820;Амлодипин таблетки 5мг № 60
112774;Амиодарон концентрат для приготовления инъекционного раствора 50мг/мл 3мл
74045;Амоксиклав таблетки 500мг/125мг № 15
74046;Амоксиклав таблетки 875мг/125мг № 14
75915;Амоксициллин капсулы 250мг
74332;Амоксициллин гранулы д/сусп внутрь 250мг/5мл 40г
84164;Амоксициллин Сандоз таблетки 1000мг
75916;Амоксициллин капсулы 500мг
84163;Амоксициллин Сандоз таблетки 500мг
115280;Амоксициллин таблетки 250мг
101497;Амоксициллин таблетки 500мг № 20
83286;Амлодипин таблетки 10мг № 20
83287;Амлодипин таблетки 5мг № 20
74290;Аминазин раствор для инъекций 2.5% 2мл
5712;Амоксиклав порошок 250мг+62,5мг/5мл 25г
26053;Амоксиклав порошок 125мг+31,25мг/5мл 25г
77850;Амприлан НД таблетки 5мг+25мг
73772;Амприлан НЛ таблетки 2,5мг+12,5мг
67326;Амприлан таблетки 10мг
67325;Амприлан таблетки 1,25мг
67327;Амприлан таблетки 2,5мг № 30
67328;Амприлан таблетки 5мг № 30
98391;Анаферон детский таблетки для рассасывания
96021;АнвиМакс порошок лимонный с медом 5г
100817;Аммифурин раствор 0.3% 50мл
123864;Аммиак раствор 10% средство дезинфицирующее 100мл
30886;Амловас таблетки 5мг
66982;Амлорус таблетки 10мг
74961;Амоксиклав таблетки 500мг/125мг № 14
77165;Амоксициллин капсулы 250мг
109245;Амоксициллин капсулы 500мг
123211;Амоксициллин таблетки 250мг
113115;Амоксициллин таблетки 500мг
105553;Амосин порошок для приготовления суспензии для приема внутрь 250мг
105553;Амосин порошок для приготовления суспензии для приема внутрь 250мг
105950;Амосин порошок для приготовления суспензии для приема внутрь 125мг
126787;Аназалес таблетки 1мг
76834;Амприлан таблетки 5мг
97310;Амприлан таблетки 2,5мг
7292;Анальгин таблетки 500мг № 10
101897;Анальгин таблетки 500мг № 20
90598;Амприлан таблетки 10мг
104096;Анальгин таблетки 500мг № 20
69998;Анальгин-хинин таблетки 
130024;Амоксициллин таблетки 500мг
82441;Ампициллин таблетки 250мг
103822;Андрогель гель 10мг/г 5г
89202;АндроДоз капсулы по 410мг
73909;Андрокур таблетки 10мг
109341;Анжелик Микро таблетки 0.25мг+0.5мг
134866;Анжелик таблетки  № 28
67622;Анафранил таблетки 25мг
48195;Амосин таблетки 500 мг
68322;Анальгин раствор для инъекций 50% 2мл
98313;Анальгин таблетки 500мг
88288;Анаприлин таблетки 10мг
76273;Анвифен капсулы 250мг
76272;Анвифен капсулы 50мг № 20
102548;Ангиаканд таблетки 8мг
76648;Ангиовит таблетки 
69437;Ангиозил ретард таблетки п/об с модиф. высв. 35мг
129482;Ангиорус таблетки 50мг+450мг
7298;Анальгин раствор для инъекций 50% 2мл
48711;Анальгин таблетки 500мг № 10
45512;Анальгин-хинин таблетки 
56153;Анальгин таблетки 500мг
125944;Анальгин раствор для инъекций 50% 5мл
106641;АНДИПАЛ АВЕКСИМА таблетки  № 10
106642;АНДИПАЛ АВЕКСИМА таблетки  № 20
97757;Анестезол суппозитории ректальные
101644;Анжелик таблетки  № 28
112142;Аноро Эллипта порошок 22мкг+55мкг/доза 30 доз
919;Анауран капли ушные 25мл
118886;Анаферон детский капли 25мл
98300;Анаферон таблетки для рассасывания № 20
94430;Анафранил СР таблетки 75мг
106738;АнвиМакс капсулы набор
96018;АнвиМакс порошок лимонный 5г № 12
95999;АнвиМакс порошок лимонный 5г № 3
96008;АнвиМакс порошок лимонный 5г № 6
96011;АнвиМакс порошок лимонный с медом 5г № 6
96014;АнвиМакс порошок малиновый 5г
96006;АнвиМакс порошок черносмородиновый 5г № 3
96016;АнвиМакс порошок черносмородиновый 5г № 6
99918;АнвиМакс капсулы набор
96017;АнвиМакс порошок лимонный 5г № 12
95998;АнвиМакс порошок лимонный с медом 5г № 3
125488;АнвиМакс таблетки шипучие (клюквенные)
96554;Амоксиклав порошок для приготовления инъекционного раствора 1г+200мг
54535;Анальгин таблетки 500мг № 10
125074;АнвиМакс таблетки шипучие (малиновые)
102549;Ангиаканд таблетки 16мг
55436;Ангиовит таблетки 
131708;Ангиорус таблетки 50мг+450мг № 60
107948;Анастрозол таблетки 1мг
131944;Ангидак Септ раствор 0,15% 150мл
128518;Ангидак спрей 0,255мг/доза 30мл
133275;Ангидак Форте спрей 0,51мг/доза 30мл (176 доз)
104541;АнвиМакс порошок клюквенный 5г
29855;Амфотерицин В лиофилизат для инъекций 50000ЕД
75333;Амоксициллин капсулы 500мг № 20
128519;Ангидак спрей 0,255мг/доза 15мл
99788;Анальгин раствор для инъекций 50% 2мл
124536;Анальгин-Ультра таблетки 500мг № 20
54537;Ананаса экстракт таблетки массой 0,22г
122338;Ангионорм таблетки 100мг
117809;Андипал таблетки  № 10
123896;Андипал таблетки  № 20
106639;АНАЛЬГИН АВЕКСИМА таблетки 500мг
53081;Андипал таблетки  № 10
96000;АнвиМакс порошок лимонный с медом 5г № 3
104540;АнвиМакс порошок клюквенный 5г № 12
104542;АнвиМакс порошок клюквенный 5г № 24
104974;АнвиМакс порошок клюквенный 5г № 6
96029;АнвиМакс порошок лимонный с медом 5г № 24
96023;АнвиМакс порошок малиновый 5г № 12
